,TransactionTrend,Account,FamilyMembers,Gender,long,Name,AvgMonthlySpending,merchantId,CreditScore,merchantType,Age,lat,amount,BalanceAmount,PreviousDaySpending,accountType,CreditLimit,accountNumber,transactionId,IncomeCategory,name,NrOfDebCards,Tel,CrmSegment,ShortTermCredit,NrOfCredCards,feature_1
2059,Stab,230011101,5,F,19.0513418,Farkas István,942771,1032,XL,egészség,51,47.510766,35828,271457,208799,MAESTRO,1140000,5597 2555 0392 6973,5382377745,M,Életerő mozgás,1,3680241681,TransCredit,N,2,0.0
1256,DecDec,230011063,1,N,19.0513418,Papp Blanka,117688,1032,M,egészség,57,47.510766,23637,27300,191579,DINERS,300000,9278 2792 1228 3351,5382376942,XXL,Életerő mozgás,2,3680503543,TransCredit,N,3,1.0
456,DecDec,230010856,5,F,19.0513418,Váradi Levente,822237,1032,S,egészség,65,47.510766,2479,742444,92319,AMEX,690000,1036 1956 3046 0756,5382376142,M,Életerő mozgás,1,3680598341,CreditAct,Y,1,0.0
1143,Inact,230010773,5,F,19.0513418,Tamás Richárd,48979,1032,NO,egészség,21,47.510766,38413,381364,152979,JCB,1200000,9693 9716 8592 5437,5382376829,XL,Életerő mozgás,1,3680655699,Pension,N,1,0.0
314,Inact,230010773,5,F,19.0513418,Tamás Richárd,48979,1032,NO,egészség,21,47.510766,17849,381364,152979,JCB,1200000,9693 9716 8592 5437,5382376000,XL,Életerő mozgás,1,3680655699,Pension,N,1,0.0
876,Inc,230010854,4,F,19.0513418,Kocsis Csongor,745455,1032,S,egészség,20,47.510766,9984,587802,53168,MAESTRO,360000,2682 9491 0356 9489,5382376562,S,Életerő mozgás,1,3680530800,CreditAct,N,0,0.0
501,Dec,230010914,3,F,19.0513418,Pap Sándor,749395,1032,XS,egészség,67,47.510766,5097,542612,106033,AMEX,940000,8052 9340 3967 9192,5382376187,M,Életerő mozgás,3,3680393598,Pension,N,1,0.0
502,Dec,230010914,3,F,19.0513418,Pap Sándor,749395,1032,XS,egészség,67,47.510766,23574,542612,106033,AMEX,940000,8052 9340 3967 9192,5382376188,M,Életerő mozgás,3,3680393598,Pension,N,1,0.0
346,Dec,230011045,2,N,19.0513418,Fekete Emma,910699,1032,L,egészség,61,47.510766,30738,118366,232128,VISA,580000,5853 2577 8257 9066,5382376032,M,Életerő mozgás,2,3680548646,NoTrans,N,1,1.0
799,Dec,230011059,1,N,19.0513418,Hegedüs Csenge,892272,1032,L,egészség,21,47.510766,34636,166177,290906,MAESTRO,430000,2778 9006 7700 5871,5382376485,S,Életerő mozgás,1,3680135350,NoTrans,Y,3,0.0
530,DecDec,230010981,1,F,19.0513418,Szalai Csongor,198222,1032,NO,egészség,27,47.510766,10971,210161,172319,DINERS,810000,9330 5691 3616 0807,5382376216,M,Életerő mozgás,2,3680789380,Pension,Y,1,0.0
92,IncInc,230011086,1,F,19.0513418,Szilágyi Norbert,600153,1032,L,egészség,31,47.510766,18572,135335,271404,VISA,110000,3779 5343 6832 4281,5382375778,M,Életerő mozgás,1,3680193056,TransCredit,Y,1,0.0
1470,IncInc,230011086,1,F,19.0513418,Szilágyi Norbert,600153,1032,L,egészség,31,47.510766,30233,135335,271404,MASTERCARD,110000,4842 9051 9875 0714,5382377156,M,Életerő mozgás,1,3680193056,TransCredit,Y,1,0.0
1554,DecDec,230010968,5,F,19.0513418,Szilágyi Ferenc,205487,1032,XS,egészség,69,47.510766,17700,217661,137108,VISA,170000,3220 1725 9299 2324,5382377240,XXL,Életerő mozgás,1,3680813259,CreditAct,Y,1,0.0
2124,Dec,230010769,2,N,19.0513418,Fábián Kata,745382,1032,S,egészség,77,47.510766,20169,765781,257194,JCB,220000,5332 7316 4530 1414,5382377810,XXL,Életerő mozgás,2,3680197125,CreditAct,N,0,0.0
984,IncInc,230010733,2,N,19.0513418,Molnár Zsófia,410006,1032,XS,egészség,21,47.510766,7997,431152,314003,JCB,960000,1615 3279 0259 2970,5382376670,M,Életerő mozgás,1,3680563026,Pension,Y,0,0.0
1376,Inact,230010878,5,F,19.0513418,Jónás Balázs,919452,1032,S,egészség,32,47.510766,6009,660914,281405,AMEX,980000,7298 0005 3121 1312,5382377062,M,Életerő mozgás,3,3680559683,Pension,Y,0,0.0
509,IncInc,230010742,2,F,19.0513418,Váradi István,402006,1032,NO,egészség,69,47.510766,35399,278690,269935,MASTERCARD,980000,4454 0711 4615 7445,5382376195,S,Életerő mozgás,2,3680188467,NoTrans,N,1,0.0
1518,DecDec,230010900,1,F,19.0513418,Antal Csanád,231003,1032,NO,egészség,63,47.510766,6645,515274,84448,VISA,430000,4254 1535 3735 8741,5382377204,M,Életerő mozgás,3,3680508694,NoTrans,N,1,0.0
841,DecDec,230010900,1,F,19.0513418,Antal Csanád,231003,1032,NO,egészség,63,47.510766,14776,515274,84448,DINERS,430000,7170 8759 8314 7359,5382376527,M,Életerő mozgás,3,3680508694,NoTrans,N,1,0.0
182,Inact,230011011,5,F,19.0513418,Szekeres Csongor,738385,1032,NO,egészség,54,47.510766,31497,379055,97451,DINERS,100000,5320 3251 0703 1281,5382375868,M,Életerő mozgás,2,3680137208,Pension,Y,0,0.0
1266,Dec,230010908,2,N,19.0513418,Fülöp Kitti,463205,1032,XS,egészség,64,47.510766,5204,377837,135852,JCB,330000,1016 2137 0848 7703,5382376952,S,Életerő mozgás,3,3680836628,Pension,N,1,0.0
198,Dec,230010908,2,N,19.0513418,Fülöp Kitti,463205,1032,XS,egészség,64,47.510766,39521,377837,135852,JCB,330000,1016 2137 0848 7703,5382375884,S,Életerő mozgás,3,3680836628,Pension,N,1,0.0
244,Inact,230010743,5,F,19.0513418,Biró Sándor,67741,1032,NO,egészség,28,47.510766,5172,596106,90141,DINERS,230000,0367 1006 4979 9028,5382375930,XXL,Életerő mozgás,2,3680827888,TransCredit,Y,0,0.0
1568,Stab,230010888,1,N,19.0513418,Fodor Liza,537697,1032,S,egészség,63,47.510766,28246,401477,156436,VISA,160000,1952 8412 3275 0378,5382377254,XXL,Életerő mozgás,2,3680734012,CreditAct,N,0,0.0
419,Inact,230011048,5,F,19.0513418,Hajdu Vilmos,928247,1032,L,egészség,35,47.510766,27131,174213,122792,MAESTRO,820000,2743 3055 1577 3258,5382376105,XS,Életerő mozgás,3,3680845545,NoTrans,N,2,0.0
1416,Inact,230010772,5,F,19.0513418,Halász Levente,497115,1032,XS,egészség,24,47.510766,14968,733273,220639,MASTERCARD,200000,5165 0596 8450 9036,5382377102,XXL,Életerő mozgás,3,3680461931,Pension,Y,1,0.0
965,Inact,230010772,5,F,19.0513418,Halász Levente,497115,1032,XS,egészség,24,47.510766,25488,733273,220639,MAESTRO,200000,8559 4667 3525 7496,5382376651,XXL,Életerő mozgás,3,3680461931,Pension,Y,1,0.0
1617,Inact,230011016,3,N,19.0513418,Major Natália,786541,1032,NO,egészség,64,47.510766,10559,500750,191247,DINERS,460000,3407 9321 4441 0958,5382377303,L,Életerő mozgás,2,3680389771,CreditAct,N,1,0.0
1766,Inact,230010905,5,N,19.0513418,Fábián Kinga,99755,1032,NO,egészség,75,47.510766,30564,158989,75576,JCB,110000,5624 9542 5359 2510,5382377452,XXL,Életerő mozgás,3,3680536502,NoTrans,Y,0,0.0
631,DecDec,230011006,1,F,19.0513418,László Róbert,51034,1032,S,egészség,47,47.510766,11556,577372,108933,DINERS,760000,4830 6412 1588 9786,5382376317,XXL,Életerő mozgás,1,3680119962,Pension,Y,0,0.0
2245,Inact,230010874,1,F,19.0513418,Dudás Ármin,652645,1032,NO,egészség,66,47.510766,36673,689063,75679,MAESTRO,560000,0177 4322 1880 0335,5382377931,S,Életerő mozgás,2,3680499008,CreditAct,Y,1,0.0
553,Dec,230010735,5,N,19.0513418,Szabó Anna,729924,1032,NO,egészség,64,47.510766,38410,499770,62883,MASTERCARD,470000,2415 7037 3165 6192,5382376239,XXL,Életerő mozgás,1,3680250842,CreditAct,Y,1,0.0
355,Stab,230011069,2,N,19.0513418,Tóth Liza,462772,1032,L,egészség,34,47.510766,6624,148157,235666,DINERS,1170000,0761 1654 0789 0328,5382376041,XS,Életerő mozgás,1,3680603651,Young,N,3,0.0
1352,DecDec,230011076,1,F,19.0513418,Virág Botond,793265,1032,L,egészség,38,47.510766,9953,257045,215309,VISA,1050000,6946 8829 7386 4592,5382377038,XS,Életerő mozgás,1,3680151436,CreditAct,Y,2,1.0
472,IncInc,230010736,1,N,19.0513418,Mezei Alíz,773824,1032,NO,egészség,60,47.510766,10091,479726,241041,MASTERCARD,110000,4815 6378 6315 9098,5382376158,XXL,Életerő mozgás,3,3680545034,CreditAct,N,0,0.0
910,Inact,230011017,1,N,19.0513418,Szilágyi Blanka,445522,1032,XS,egészség,58,47.510766,32831,288691,170093,AMEX,1020000,0625 0830 8340 2773,5382376596,L,Életerő mozgás,3,3680176089,Pension,Y,0,0.0
1936,Inc,230010784,5,F,19.0513418,Veres Zsolt,794611,1032,S,egészség,36,47.510766,32642,589512,316904,AMEX,710000,6418 5919 6915 0550,5382377622,L,Életerő mozgás,3,3680803731,Young,Y,0,0.0
165,Inact,230011092,2,F,19.0513418,Takács Mátyás,843104,1032,L,egészség,73,47.510766,28449,31755,152100,VISA,970000,3933 5653 6214 4136,5382375851,XS,Életerő mozgás,1,3680101950,CreditAct,N,1,0.0
1082,Dec,230010959,5,F,19.0513418,Oláh György,180873,1032,XS,egészség,70,47.510766,21484,593203,30323,MAESTRO,1130000,9304 7247 6674 9871,5382376768,S,Életerő mozgás,3,3680604611,Pension,Y,1,0.0
2,Inc,230010992,5,N,19.0513418,Novák Alíz,752694,1032,NO,egészség,65,47.510766,20289,743646,146360,MAESTRO,810000,3421 0988 3869 7613,5382375688,L,Életerő mozgás,2,3680601037,Young,Y,1,0.0
1337,Inc,230011014,2,F,19.0513418,Budai Kristóf,231596,1032,NO,egészség,71,47.510766,38211,169134,285511,JCB,1170000,0275 6629 2314 6539,5382377023,S,Életerő mozgás,3,3680445688,TransCredit,N,1,0.0
1339,Inc,230011014,2,F,19.0513418,Budai Kristóf,231596,1032,NO,egészség,71,47.510766,22487,169134,285511,JCB,1170000,0275 6629 2314 6539,5382377025,S,Életerő mozgás,3,3680445688,TransCredit,N,1,0.0
1490,DecDec,230010862,2,F,19.0513418,Vass Roland,937811,1032,NO,egészség,50,47.510766,28964,654643,186837,VISA,500000,9682 2531 4741 5035,5382377176,XS,Életerő mozgás,2,3680732220,Pension,N,1,0.0
316,IncInc,230010880,5,N,19.0513418,Gáspár Mira,215083,1032,S,egészség,33,47.510766,2692,141152,86570,DINERS,350000,0091 7950 4641 6500,5382376002,L,Életerő mozgás,3,3680351159,Young,N,1,0.0
1679,Stab,230010732,5,F,19.0513418,Barta Róbert,716646,1032,XS,egészség,74,47.510766,23445,510676,289948,MAESTRO,760000,5199 2607 7106 8490,5382377365,S,Életerő mozgás,2,3680573540,Young,N,1,0.0
1917,IncInc,230010919,1,F,19.0513418,Kis Milán,949427,1032,XS,egészség,48,47.510766,1664,624674,40911,DINERS,1100000,6329 3590 6869 9905,5382377603,XL,Életerő mozgás,1,3680160491,NoTrans,N,1,0.0
1176,Stab,230010976,2,F,19.0513418,Váradi Márk,945838,1032,S,egészség,75,47.510766,5644,716527,111687,DINERS,240000,0209 0293 6710 3844,5382376862,XL,Életerő mozgás,1,3680641718,TransCredit,N,1,0.0
1873,Inc,230010826,4,N,19.0513418,Balogh Leila,228454,1032,S,egészség,74,47.510766,26279,280392,232683,MASTERCARD,820000,7275 2100 7716 9286,5382377559,M,Életerő mozgás,2,3680323896,CreditAct,Y,1,0.0
1317,Inact,230010996,1,F,19.0564734,Bálint Márton,394455,1003,S,élelmiszer,70,47.4937711,16148,731653,254158,MASTERCARD,1120000,2871 7229 4142 6115,5382377003,M,Aldi Kossuth,3,3680472249,Pension,Y,1,0.0
1325,Inact,230010996,1,F,19.0564734,Bálint Márton,394455,1003,S,élelmiszer,70,47.4937711,12551,731653,254158,MASTERCARD,1120000,2871 7229 4142 6115,5382377011,M,Aldi Kossuth,3,3680472249,Pension,Y,1,0.0
1801,Inc,230010861,3,N,19.0564734,Szekeres Zoé,480216,1003,NO,élelmiszer,32,47.4937711,10091,383708,236324,DINERS,1140000,2802 4188 0712 0686,5382377487,XS,Aldi Kossuth,2,3680603204,CreditAct,Y,0,0.0
960,Inc,230010861,3,N,19.0564734,Szekeres Zoé,480216,1003,NO,élelmiszer,32,47.4937711,32493,383708,236324,JCB,1140000,3331 4224 5091 7498,5382376646,XS,Aldi Kossuth,2,3680603204,CreditAct,Y,0,0.0
2007,Dec,230010841,2,F,19.0564734,Kocsis Sándor,961840,1003,XS,élelmiszer,47,47.4937711,30201,523018,163702,AMEX,870000,2388 0240 5777 6825,5382377693,XS,Aldi Kossuth,3,3680362721,Young,N,1,0.0
2159,Inact,230010924,4,N,19.0564734,Szalai Lara,426520,1003,NO,élelmiszer,27,47.4937711,24528,658556,278604,VISA,980000,2188 9060 2524 6617,5382377845,M,Aldi Kossuth,3,3680227097,Pension,Y,1,0.0
1224,Inact,230010924,4,N,19.0564734,Szalai Lara,426520,1003,NO,élelmiszer,27,47.4937711,1931,658556,278604,VISA,980000,8461 0987 0754 4294,5382376910,M,Aldi Kossuth,3,3680227097,Pension,Y,1,0.0
2259,Stab,230011000,3,F,19.0564734,Kerekes Alex,1008108,1003,XS,élelmiszer,55,47.4937711,21733,728609,110827,AMEX,1020000,1485 0430 6715 7279,5382377945,XS,Aldi Kossuth,2,3680120842,NoTrans,Y,0,0.0
2260,Stab,230011000,3,F,19.0564734,Kerekes Alex,1008108,1003,XS,élelmiszer,55,47.4937711,25230,728609,110827,AMEX,1020000,1485 0430 6715 7279,5382377946,XS,Aldi Kossuth,2,3680120842,NoTrans,Y,0,0.0
1507,Inc,230010751,4,F,19.0564734,Katona Soma,330487,1003,S,élelmiszer,61,47.4937711,1125,602628,300012,MAESTRO,290000,9252 1841 8251 7437,5382377193,S,Aldi Kossuth,1,3680518934,NoTrans,Y,1,0.0
2089,Inc,230010751,4,F,19.0564734,Katona Soma,330487,1003,S,élelmiszer,61,47.4937711,2217,602628,300012,MAESTRO,290000,3846 4310 7462 3038,5382377775,S,Aldi Kossuth,1,3680518934,NoTrans,Y,1,0.0
714,Inact,230010842,2,F,19.0564734,Veres János,569665,1003,XS,élelmiszer,75,47.4937711,28549,423154,98781,MAESTRO,860000,2305 4242 1587 5041,5382376400,XXL,Aldi Kossuth,3,3680297434,Young,Y,1,0.0
1740,Inact,230010842,2,F,19.0564734,Veres János,569665,1003,XS,élelmiszer,75,47.4937711,10602,423154,98781,MAESTRO,860000,2305 4242 1587 5041,5382377426,XXL,Aldi Kossuth,3,3680297434,Young,Y,1,0.0
1743,Inact,230010842,2,F,19.0564734,Veres János,569665,1003,XS,élelmiszer,75,47.4937711,32639,423154,98781,MAESTRO,860000,2305 4242 1587 5041,5382377429,XXL,Aldi Kossuth,3,3680297434,Young,Y,1,0.0
662,Inc,230011103,2,N,19.0564734,Orsós Alíz,299496,1003,M,élelmiszer,20,47.4937711,12040,67209,58049,JCB,380000,8988 8878 4206 7564,5382376348,S,Aldi Kossuth,2,3680494786,Pension,Y,2,0.0
1206,DecDec,230010819,5,N,19.0564734,Balla Petra,625113,1003,NO,élelmiszer,31,47.4937711,37879,674724,259901,DINERS,530000,3670 9739 9662 1972,5382376892,M,Aldi Kossuth,3,3680740682,Young,N,0,0.0
2037,Dec,230011073,4,F,19.0564734,Fodor Alex,692076,1003,XL,élelmiszer,64,47.4937711,11429,84796,140109,DINERS,810000,3916 0706 6664 4439,5382377723,XXL,Aldi Kossuth,1,3680570312,Young,Y,2,0.0
567,Dec,230011073,4,F,19.0564734,Fodor Alex,692076,1003,XL,élelmiszer,64,47.4937711,32413,84796,140109,DINERS,810000,3916 0706 6664 4439,5382376253,XXL,Aldi Kossuth,1,3680570312,Young,Y,2,0.0
1047,Dec,230011073,4,F,19.0564734,Fodor Alex,692076,1003,XL,élelmiszer,64,47.4937711,35071,84796,140109,VISA,810000,2285 0266 2657 3193,5382376733,XXL,Aldi Kossuth,1,3680570312,Young,Y,2,0.0
140,DecDec,230011102,4,F,19.0564734,Orbán Áron,363028,1003,L,élelmiszer,75,47.4937711,5627,61287,200640,MASTERCARD,580000,4102 4615 9050 0243,5382375826,L,Aldi Kossuth,2,3680600103,TransCredit,N,3,0.0
146,DecDec,230011102,4,F,19.0564734,Orbán Áron,363028,1003,L,élelmiszer,75,47.4937711,17198,61287,200640,MASTERCARD,580000,4102 4615 9050 0243,5382375832,L,Aldi Kossuth,2,3680600103,TransCredit,N,3,1.0
900,DecDec,230011102,4,F,19.0564734,Orbán Áron,363028,1003,L,élelmiszer,75,47.4937711,27190,61287,200640,AMEX,580000,9346 2040 2466 1368,5382376586,L,Aldi Kossuth,2,3680600103,TransCredit,N,3,0.0
1406,Stab,230011009,4,N,19.0564734,Simon Abigél,982061,1003,XS,élelmiszer,43,47.4937711,35704,758028,64248,MASTERCARD,820000,0130 8405 1665 5304,5382377092,S,Aldi Kossuth,1,3680488001,NoTrans,N,0,0.0
1180,IncInc,230010933,2,N,19.0564734,Márton Adrienn,31765,1003,NO,élelmiszer,55,47.4937711,29907,246987,83559,MASTERCARD,1000000,5527 9319 3661 6460,5382376866,M,Aldi Kossuth,3,3680226588,Young,N,0,0.0
1190,IncInc,230010933,2,N,19.0564734,Márton Adrienn,31765,1003,NO,élelmiszer,55,47.4937711,16033,246987,83559,MASTERCARD,1000000,5527 9319 3661 6460,5382376876,M,Aldi Kossuth,3,3680226588,Young,N,0,0.0
1923,Inc,230010788,1,F,19.0564734,Katona Benedek,243901,1003,NO,élelmiszer,38,47.4937711,1349,581048,176753,AMEX,720000,7839 5456 1318 1890,5382377609,L,Aldi Kossuth,1,3680420503,Pension,Y,1,0.0
1366,Inc,230010788,1,F,19.0564734,Katona Benedek,243901,1003,NO,élelmiszer,38,47.4937711,26380,581048,176753,MASTERCARD,720000,2653 6699 7459 3065,5382377052,L,Aldi Kossuth,1,3680420503,Pension,Y,1,0.0
394,IncInc,230010929,4,F,19.0564734,Virág Vilmos,115501,1003,NO,élelmiszer,37,47.4937711,23648,255171,46101,AMEX,230000,5962 6104 1640 1013,5382376080,S,Aldi Kossuth,1,3680494802,Young,N,0,0.0
604,DecDec,230010895,4,N,19.0564734,Borbély Adél,1008454,1003,XS,élelmiszer,47,47.4937711,21686,597727,319677,JCB,370000,6346 0340 0363 4839,5382376290,S,Aldi Kossuth,1,3680458235,TransCredit,Y,0,0.0
1128,Inact,230010722,3,F,19.0564734,Somogyi Zalán,834673,1003,S,élelmiszer,46,47.4937711,4968,624991,40770,VISA,720000,2649 8710 6398 0820,5382376814,XXL,Aldi Kossuth,3,3680202941,TransCredit,Y,0,0.0
1244,DecDec,230010724,3,N,19.0564734,Szekeres Zselyke,651882,1003,S,élelmiszer,28,47.4937711,3439,337748,297369,DINERS,1030000,0782 6898 4878 4070,5382376930,XXL,Aldi Kossuth,2,3680126509,TransCredit,N,1,0.0
2229,Inact,230010993,3,N,19.0564734,Borbély Léna,973234,1003,S,élelmiszer,50,47.4937711,17040,590503,116192,MASTERCARD,1110000,4669 7071 2658 1810,5382377915,S,Aldi Kossuth,1,3680110396,TransCredit,Y,0,0.0
270,IncInc,230010922,1,N,19.0564734,Pataki Réka,212571,1003,XS,élelmiszer,20,47.4937711,30117,596467,199222,VISA,460000,0070 7322 4491 8490,5382375956,L,Aldi Kossuth,3,3680467424,Young,N,0,0.0
2280,Stab,230011019,2,N,19.0564734,Hajdu Jázmin,314563,1003,XS,élelmiszer,30,47.4937711,1034,718239,260613,DINERS,870000,1815 7542 5247 8942,5382377966,S,Aldi Kossuth,2,3680523764,CreditAct,N,1,0.0
1843,DecDec,230011044,4,N,19.0564734,Mészáros Emese,555308,1003,M,élelmiszer,68,47.4937711,25346,150293,112115,JCB,290000,5332 3689 0066 4162,5382377529,M,Aldi Kossuth,3,3680272436,CreditAct,Y,2,0.0
548,Stab,230011033,1,N,19.0564734,Bodnár Emese,237113,1003,M,élelmiszer,43,47.4937711,21799,51740,96913,AMEX,160000,3763 9611 1988 5333,5382376234,XXL,Aldi Kossuth,1,3680586686,Young,Y,2,0.0
1803,Inc,230010811,5,F,19.0564734,Szücs Zalán,195130,1003,S,élelmiszer,56,47.4937711,22674,522354,114724,VISA,810000,4018 3003 4749 3961,5382377489,XS,Aldi Kossuth,3,3680436093,TransCredit,Y,0,0.0
2169,Stab,230010846,3,N,19.0564734,Halász Dorottya,116263,1003,NO,élelmiszer,68,47.4937711,20124,648864,211982,DINERS,230000,8417 8764 7881 2252,5382377855,L,Aldi Kossuth,1,3680689126,CreditAct,N,0,0.0
154,Dec,230010875,3,F,19.0564734,Balla Milán,17295,1003,XS,élelmiszer,44,47.4937711,890,201718,61491,DINERS,410000,9775 7063 3818 9542,5382375840,M,Aldi Kossuth,1,3680510942,NoTrans,Y,1,0.0
620,DecDec,230010901,4,N,19.0564734,Lukács Kinga,965850,1003,XS,élelmiszer,50,47.4937711,34948,701002,108633,JCB,410000,5919 8087 0381 2885,5382376306,XL,Aldi Kossuth,3,3680421859,Young,N,0,0.0
621,DecDec,230010901,4,N,19.0564734,Lukács Kinga,965850,1003,XS,élelmiszer,50,47.4937711,33136,701002,108633,JCB,410000,5919 8087 0381 2885,5382376307,XL,Aldi Kossuth,3,3680421859,Young,N,0,0.0
1532,Inc,230010714,1,F,19.0564734,Bakos Gergely,843260,1003,NO,élelmiszer,59,47.4937711,11712,613197,139138,AMEX,480000,5949 4214 2437 4750,5382377218,XXL,Aldi Kossuth,1,3680882556,Pension,N,0,0.0
1286,Inc,230010974,1,N,19.0564734,Bognár Flóra,147205,1003,NO,élelmiszer,32,47.4937711,6038,480606,193130,MASTERCARD,440000,3536 2474 5787 0754,5382376972,XL,Aldi Kossuth,2,3680319758,CreditAct,Y,0,0.0
1288,Inc,230010974,1,N,19.0564734,Bognár Flóra,147205,1003,NO,élelmiszer,32,47.4937711,29682,480606,193130,MASTERCARD,440000,3536 2474 5787 0754,5382376974,XL,Aldi Kossuth,2,3680319758,CreditAct,Y,0,0.0
1634,Inc,230010729,1,F,19.0564734,Kiss József,45310,1003,NO,élelmiszer,56,47.4937711,21023,405792,181635,JCB,750000,8698 2282 9506 8500,5382377320,L,Aldi Kossuth,1,3680430408,Young,Y,1,0.0
1429,Stab,230010909,1,N,19.0564734,Bálint Rebeka,161951,1003,S,élelmiszer,26,47.4937711,17258,673892,109302,AMEX,460000,5960 2397 5392 3093,5382377115,XL,Aldi Kossuth,2,3680379666,Pension,Y,0,0.0
589,Stab,230010909,1,N,19.0564734,Bálint Rebeka,161951,1003,S,élelmiszer,26,47.4937711,33286,673892,109302,AMEX,460000,0067 3525 1803 4286,5382376275,XL,Aldi Kossuth,2,3680379666,Pension,Y,0,0.0
1257,DecDec,230011063,1,N,19.0564734,Papp Blanka,117688,1003,M,élelmiszer,57,47.4937711,3981,27300,191579,DINERS,300000,9278 2792 1228 3351,5382376943,XXL,Aldi Kossuth,2,3680503543,TransCredit,N,3,0.0
1067,Dec,230011034,4,N,19.0564734,Orbán Zselyke,701361,1003,M,élelmiszer,68,47.4937711,11228,23007,177902,MAESTRO,830000,8647 5032 0362 4855,5382376753,S,Aldi Kossuth,1,3680376299,NoTrans,N,1,0.0
454,DecDec,230010856,5,F,19.0564734,Váradi Levente,822237,1003,S,élelmiszer,65,47.4937711,26327,742444,92319,AMEX,690000,1036 1956 3046 0756,5382376140,M,Aldi Kossuth,1,3680598341,CreditAct,Y,1,0.0
916,IncInc,230011054,1,F,19.0564734,Kocsis Sándor,265766,1003,L,élelmiszer,21,47.4937711,25761,28425,47709,MAESTRO,990000,8855 9270 7806 6001,5382376602,XL,Aldi Kossuth,2,3680223155,Young,Y,3,0.0
1978,Inact,230010773,5,F,19.0564734,Tamás Richárd,48979,1003,NO,élelmiszer,21,47.4937711,30801,381364,152979,JCB,1200000,9693 9716 8592 5437,5382377664,XL,Aldi Kossuth,1,3680655699,Pension,N,1,0.0
692,Stab,230010832,3,F,19.0564734,Hegedűs András,458801,1003,XS,élelmiszer,35,47.4937711,14432,320235,256701,MAESTRO,560000,9583 6637 6297 4448,5382376378,XXL,Aldi Kossuth,3,3680777550,TransCredit,N,1,0.0
89,Dec,230010914,3,F,19.0564734,Pap Sándor,749395,1003,XS,élelmiszer,67,47.4937711,14458,542612,106033,AMEX,940000,8052 9340 3967 9192,5382375775,M,Aldi Kossuth,3,3680393598,Pension,N,1,0.0
801,Dec,230011059,1,N,19.0564734,Hegedüs Csenge,892272,1003,L,élelmiszer,21,47.4937711,28644,166177,290906,MAESTRO,430000,2778 9006 7700 5871,5382376487,S,Aldi Kossuth,1,3680135350,NoTrans,Y,3,0.0
1530,Stab,230011038,1,N,19.0564734,Lengyel Rebeka,570083,1003,XL,élelmiszer,75,47.4937711,35778,160177,275301,MASTERCARD,390000,7626 2650 8426 3190,5382377216,S,Aldi Kossuth,1,3680609293,Pension,N,2,1.0
1531,Stab,230011038,1,N,19.0564734,Lengyel Rebeka,570083,1003,XL,élelmiszer,75,47.4937711,11200,160177,275301,MASTERCARD,390000,7626 2650 8426 3190,5382377217,S,Aldi Kossuth,1,3680609293,Pension,N,2,0.0
